ANO;ID_ESPACIA;DEPTO;MUNICIPIO;Y_PROP;Y_PROP2;CUL_ILI;GRUPO_ARMA;ACCION_ARMADA;MINAS;INFRACCIONES_H;ACTO_TERRO
2013;19022;CAUCA;ALMAGUER;0,0261601779;0,0761601779;0;0;1;0;13;4
2014;86885;PUTUMAYO;VILLAGARZON;0,0261521667;0,0761521667;1;0;1;0;12;1
2004;5842;ANTIOQUIA;URAMITA;0,0261256923;0,0761256923;0;1;1;0;32;0
2004;73622;TOLIMA;RONCESVALLES;0,0260993357;0,0760993357;0;1;1;3;14;0
2011;27361;CHOCO;ISTMINA;0,0260915436;0,0760915436;1;1;1;1;49;9
2004;73217;TOLIMA;COYAIMA;0,0260897459;0,0760897459;0;1;1;0;79;1
2005;5107;ANTIOQUIA;BRICEÑO;0,0260730958;0,0760730958;0;1;1;0;30;0
2013;73675;TOLIMA;SAN ANTONIO;0,0260720412;0,0760720412;0;0;1;0;6;7
2010;54344;NORTE DE SANTANDER;HACARI;0,0260567458;0,0760567458;1;1;1;9;14;0
2004;68444;SANTANDER;MATANZA;0,0260487145;0,0760487145;0;1;1;2;12;0
2012;5819;ANTIOQUIA;TOLEDO;0,0260416667;0,0760416667;0;1;1;2;43;64
2008;13030;BOLIVAR;ALTOS DEL ROSARIO;0,0260390586;0,0760390586;1;1;1;0;10;0
2008;63302;QUINDIO;GENOVA;0,0260284548;0,0760284548;0;1;1;1;13;6
2006;54398;NORTE DE SANTANDER;LA PLAYA;0,0260187715;0,0760187715;0;1;1;3;6;0
2008;5093;ANTIOQUIA;BETULIA;0,0260107103;0,0760107103;0;1;1;0;21;0
2002;63212;QUINDIO;CORDOBA;0,0259810070;0,0759810070;0;1;1;1;20;0
2002;73352;TOLIMA;ICONONZO;0,0259795571;0,0759795571;0;1;1;0;46;10
2014;20250;CESAR;EL PASO;0,0259568269;0,0759568269;0;0;1;0;0;1
2006;5665;ANTIOQUIA;SAN PEDRO DE URABA;0,0259368972;0,0759368972;0;1;1;0;53;7
2005;13688;BOLIVAR;SANTA ROSA DEL SUR;0,0259297369;0,0759297369;1;1;1;1;48;5
2016;73675;TOLIMA;SAN ANTONIO;0,0259259259;0,0759259259;0;0;0;0;0;0
2009;5895;ANTIOQUIA;ZARAGOZA;0,0259156512;0,0759156512;0;1;1;1;77;1
2013;73873;TOLIMA;VILLARRICA;0,0258974817;0,0758974817;0;0;1;0;0;0
2005;20032;CESAR;ASTREA;0,0258780037;0,0758780037;0;1;1;0;13;0
2004;68655;SANTANDER;SABANA DE TORRES;0,0258698941;0,0758698941;0;1;1;0;51;3
2015;13810;BOLIVAR;TIQUISIO;0,0258608956;0,0758608956;1;0;0;1;0;0
2006;63302;QUINDIO;GENOVA;0,0258584146;0,0758584146;0;1;1;0;23;0
2008;5649;ANTIOQUIA;SAN CARLOS;0,0258511980;0,0758511980;0;1;1;4;35;1
2014;54206;NORTE DE SANTANDER;CONVENCION;0,0258041200;0,0758041200;1;1;1;8;10;15
2002;52490;NARIÑO;OLAYA HERRERA;0,0257970122;0,0757970122;1;1;1;0;84;1
2006;85136;CASANARE;LA SALINA;0,0257966616;0,0757966616;0;1;1;0;2;3
2010;41206;HUILA;COLOMBIA;0,0257889379;0,0757889379;0;1;1;0;0;0
2009;81736;ARAUCA;SARAVENA;0,0257850796;0,0757850796;1;1;1;1;170;3
2008;63212;QUINDIO;CORDOBA;0,0257837136;0,0757837136;0;1;1;0;0;0
2007;20383;CESAR;LA GLORIA;0,0257779026;0,0757779026;0;1;1;0;31;1
2005;47058;MAGDALENA;ARIGUANI;0,0257673849;0,0757673849;0;1;1;0;66;0
2010;86865;PUTUMAYO;VALLE DEL GUAMUEZ;0,0257629072;0,0757629072;1;1;1;3;40;4
2013;50325;META;MAPIRIPAN;0,0257489780;0,0757489780;1;0;1;0;23;0
2007;99524;VICHADA;LA PRIMAVERA;0,0257327285;0,0757327285;1;1;1;0;23;1
2007;99624;VICHADA;SANTA ROSALIA;0,0257309942;0,0757309942;1;1;1;0;0;0
2003;50245;META;EL CALVARIO;0,0257289880;0,0757289880;0;0;1;0;10;0
2005;41799;HUILA;TELLO;0,0257279764;0,0757279764;0;1;1;1;9;0
2009;52678;NARIÑO;SAMANIEGO;0,0257167958;0,0757167958;1;1;1;31;112;16
2016;19809;CAUCA;TIMBIQUI;0,0257153372;0,0757153372;1;0;1;0;0;2
2012;52678;NARIÑO;SAMANIEGO;0,0257146298;0,0757146298;1;1;1;15;93;477
2014;19392;CAUCA;LA SIERRA;0,0256987432;0,0756987432;0;0;0;0;3;0
2002;18001;CAQUETA;FLORENCIA;0,0256985829;0,0756985829;1;1;1;12;885;37
2012;52427;NARIÑO;MAGUI;0,0256912161;0,0756912161;1;1;1;2;23;31
2012;54720;NORTE DE SANTANDER;SARDINATA;0,0256772258;0,0756772258;1;1;1;1;29;18
2008;47189;MAGDALENA;CIENAGA;0,0256757547;0,0756757547;1;1;1;0;126;5
2012;19137;CAUCA;CALDONO;0,0256449869;0,0756449869;0;1;1;0;16;499
2003;23855;CORDOBA;VALENCIA;0,0256285532;0,0756285532;1;1;1;0;68;5
2013;52250;NARIÑO;EL CHARCO;0,0255976676;0,0755976676;1;1;1;3;11;24
2014;73236;TOLIMA;DOLORES;0,0255941499;0,0755941499;0;0;1;1;0;1
2002;52019;NARIÑO;ALBAN;0,0255907655;0,0755907655;0;1;1;0;28;151
2002;17867;CALDAS;VICTORIA;0,0255687974;0,0755687974;0;1;1;0;72;1
2007;5842;ANTIOQUIA;URAMITA;0,0255637284;0,0755637284;0;1;1;0;28;0
2006;99524;VICHADA;LA PRIMAVERA;0,0255573681;0,0755573681;1;1;1;0;14;0
2013;19392;CAUCA;LA SIERRA;0,0255570118;0,0755570118;0;0;1;0;8;9
2003;47675;MAGDALENA;SALAMINA;0,0255554277;0,0755554277;0;0;1;0;9;0
2013;5604;ANTIOQUIA;REMEDIOS;0,0255461339;0,0755461339;0;0;1;0;62;6
2006;73461;TOLIMA;MURILLO;0,0255452938;0,0755452938;0;1;1;0;3;0
2015;27495;CHOCO;NUQUI;0,0255363806;0,0755363806;0;0;0;0;0;0
2003;70771;SUCRE;SUCRE;0,0255251963;0,0755251963;0;1;1;0;15;4
2006;27430;CHOCO;MEDIO BAUDO;0,0255114928;0,0755114928;1;1;1;0;0;0
2008;68385;SANTANDER;LANDAZURI;0,0254609883;0,0754609883;1;1;1;0;29;0
2014;73686;TOLIMA;SANTA ISABEL;0,0254568171;0,0754568171;0;0;0;0;0;0
2014;18247;CAQUETA;EL DONCELLO;0,0254425280;0,0754425280;1;0;0;0;9;2
2008;5756;ANTIOQUIA;SONSON;0,0254300079;0,0754300079;0;1;1;1;21;4
2003;73024;TOLIMA;ALPUJARRA;0,0254139392;0,0754139392;0;1;1;0;16;0
2012;41206;HUILA;COLOMBIA;0,0254110613;0,0754110613;0;1;1;2;21;1
2002;73152;TOLIMA;CASABIANCA;0,0254078245;0,0754078245;0;1;1;0;17;0
2008;5628;ANTIOQUIA;SABANALARGA;0,0253906250;0,0753906250;0;1;1;0;6;1
2002;76113;VALLE DEL CAUCA;BUGALAGRANDE;0,0253804773;0,0753804773;0;1;1;0;67;0
2003;25148;CUNDINAMARCA;CAPARRAPI;0,0253794778;0,0753794778;0;0;1;0;23;1
2004;68573;SANTANDER;PUERTO PARRA;0,0253640207;0,0753640207;1;1;1;0;33;0
2010;73686;TOLIMA;SANTA ISABEL;0,0253242742;0,0753242742;0;1;1;0;0;0
2007;44874;LA GUAJIRA;VILLANUEVA;0,0253123214;0,0753123214;0;1;1;0;10;1
2002;13580;BOLIVAR;REGIDOR;0,0253118566;0,0753118566;0;1;1;0;6;0
2009;73067;TOLIMA;ATACO;0,0253061593;0,0753061593;0;1;1;0;33;1
2004;23807;CORDOBA;TIERRALTA;0,0252716016;0,0752716016;1;1;1;4;125;7
2002;17614;CALDAS;RIOSUCIO;0,0252706883;0,0752706883;0;1;1;0;165;5
2015;66572;RISARALDA;PUEBLO RICO;0,0252012337;0,0752012337;0;0;1;0;5;4
2007;5172;ANTIOQUIA;CHIGORODO;0,0251762661;0,0751762661;0;1;1;0;143;1
2006;15377;BOYACA;LABRANZAGRANDE;0,0251595944;0,0751595944;0;1;1;1;15;0
2007;25120;CUNDINAMARCA;CABRERA;0,0251558805;0,0751558805;0;1;1;0;2;0
2004;25823;CUNDINAMARCA;TOPAIPI;0,0251533742;0,0751533742;1;1;1;0;9;1
2009;54250;NORTE DE SANTANDER;EL TARRA;0,0251456041;0,0751456041;1;1;1;7;40;1
2011;18094;CAQUETA;BELEN DE LOS ANDAQUIES;0,0251455797;0,0751455797;1;1;1;0;30;1
2014;19701;CAUCA;SANTA ROSA;0,0251445087;0,0751445087;0;0;1;0;7;1
2014;19100;CAUCA;BOLIVAR;0,0251296908;0,0751296908;1;0;0;1;9;3
2002;25335;CUNDINAMARCA;GUAYABETAL;0,0251256281;0,0751256281;0;1;1;1;9;0
2015;19256;CAUCA;EL TAMBO;0,0251236191;0,0751236191;1;1;1;1;20;4
2008;20570;CESAR;PUEBLO BELLO;0,0251137885;0,0751137885;0;1;1;0;17;0
2011;95001;GUAVIARE;SAN JOSE DEL GUAVIARE;0,0251102198;0,0751102198;1;1;1;6;82;6
2003;5400;ANTIOQUIA;LA UNION;0,0250964140;0,0750964140;0;0;1;0;74;1
2007;68444;SANTANDER;MATANZA;0,0250958522;0,0750958522;0;1;1;0;0;0
2008;76616;VALLE DEL CAUCA;RIOFRIO;0,0250850340;0,0750850340;0;1;1;0;46;0
2002;66456;RISARALDA;MISTRATO;0,0250848360;0,0750848360;0;1;1;0;82;38
2007;68575;SANTANDER;PUERTO WILCHES;0,0250745890;0,0750745890;0;1;1;0;8;0
2005;15377;BOYACA;LABRANZAGRANDE;0,0250701590;0,0750701590;0;1;1;1;5;0
2013;27001;CHOCO;QUIBDO;0,0250672218;0,0750672218;1;1;1;2;72;132
2003;13222;BOLIVAR;CLEMENCIA;0,0250581245;0,0750581245;0;1;1;0;24;0
2013;19290;CAUCA;FLORENCIA;0,0250532176;0,0750532176;0;0;1;0;14;0
2009;73024;TOLIMA;ALPUJARRA;0,0250489237;0,0750489237;0;1;1;0;0;0
2012;50370;META;URIBE;0,0250466294;0,0750466294;1;1;1;13;39;14
2003;27001;CHOCO;QUIBDO;0,0250422711;0,0750422711;0;0;1;0;169;4
2008;73483;TOLIMA;NATAGAIMA;0,0250369469;0,0750369469;0;1;1;0;13;1
2012;19450;CAUCA;MERCADERES;0,0250320566;0,0750320566;1;1;1;0;54;9
2014;19532;CAUCA;PATIA;0,0250299635;0,0750299635;1;1;1;4;33;4
2003;25506;CUNDINAMARCA;VENECIA;0,0250252781;0,0750252781;0;0;1;0;3;1
2007;70678;SUCRE;SAN BENITO ABAD;0,0250160085;0,0750160085;0;1;1;0;17;0
2006;25086;CUNDINAMARCA;BELTRAN;0,0250127616;0,0750127616;0;1;1;0;1;0
2010;99773;VICHADA;CUMARIBO;0,0250122459;0,0750122459;1;1;1;1;39;0
2002;5040;ANTIOQUIA;ANORI;0,0249965379;0,0749965379;0;1;1;3;112;0
2008;13006;BOLIVAR;ACHI;0,0249696381;0,0749696381;0;1;1;0;13;0
2007;68773;SANTANDER;SUCRE;0,0249668582;0,0749668582;1;1;1;0;26;0
2003;19256;CAUCA;EL TAMBO;0,0249641003;0,0749641003;1;1;1;1;195;4
2015;52696;NARIÑO;SANTA BARBARA;0,0249457701;0,0749457701;1;0;1;0;0;1
2003;27800;CHOCO;UNGUIA;0,0249236323;0,0749236323;0;0;1;0;15;0
2004;47268;MAGDALENA;EL RETEN;0,0249219507;0,0749219507;0;1;1;0;40;0
2013;52678;NARIÑO;SAMANIEGO;0,0249165427;0,0749165427;1;1;1;2;62;92
2014;66572;RISARALDA;PUEBLO RICO;0,0249142857;0,0749142857;0;0;1;0;11;5
2004;13074;BOLIVAR;BARRANCO DE LOBA;0,0249131713;0,0749131713;1;1;1;0;22;2
2012;95001;GUAVIARE;SAN JOSE DEL GUAVIARE;0,0249091768;0,0749091768;1;1;1;22;72;51
2005;5004;ANTIOQUIA;ABRIAQUI;0,0249070632;0,0749070632;0;1;1;0;0;0
2005;27361;CHOCO;ISTMINA;0,0248741487;0,0748741487;1;1;1;0;64;1
2006;25518;CUNDINAMARCA;PAIME;0,0248644606;0,0748644606;1;1;1;0;0;0
2005;13042;BOLIVAR;ARENAL;0,0248475412;0,0748475412;1;1;1;0;10;0
2004;73504;TOLIMA;ORTEGA;0,0248467247;0,0748467247;0;1;1;6;25;1
2002;20250;CESAR;EL PASO;0,0248302523;0,0748302523;0;1;1;0;101;0
2004;13667;BOLIVAR;SAN MARTIN DE LOBA;0,0248022236;0,0748022236;1;1;1;0;15;0
2011;54250;NORTE DE SANTANDER;EL TARRA;0,0247857735;0,0747857735;1;1;1;2;17;3
2009;81300;ARAUCA;FORTUL;0,0247805885;0,0747805885;1;1;1;1;51;1
2014;5647;ANTIOQUIA;SAN ANDRES DE CUERQUIA;0,0247790404;0,0747790404;0;0;1;1;0;102
2007;47268;MAGDALENA;EL RETEN;0,0247620038;0,0747620038;0;1;1;0;3;0
2014;20750;CESAR;SAN DIEGO;0,0247262978;0,0747262978;0;0;1;0;7;10
2004;85125;CASANARE;HATO COROZAL;0,0247225025;0,0747225025;0;1;1;0;61;0
2006;27006;CHOCO;ACANDI;0,0247128101;0,0747128101;0;1;1;0;11;0
2014;27425;CHOCO;MEDIO ATRATO;0,0247099646;0,0747099646;0;0;1;0;3;1
2016;54800;NORTE DE SANTANDER;TEORAMA;0,0247065247;0,0747065247;1;0;1;0;27;5
2005;25394;CUNDINAMARCA;LA PALMA;0,0247025610;0,0747025610;0;1;1;0;22;0
2003;20175;CESAR;CHIMICHAGUA;0,0246985232;0,0746985232;0;1;1;0;47;0
2014;73168;TOLIMA;CHAPARRAL;0,0246981689;0,0746981689;0;1;1;5;33;2
2008;13894;BOLIVAR;ZAMBRANO;0,0246891493;0,0746891493;0;1;1;0;0;0
2003;70523;SUCRE;PALMITO;0,0246721086;0,0746721086;0;1;1;0;14;0
2002;73270;TOLIMA;FALAN;0,0246634467;0,0746634467;0;1;1;0;24;0
2013;76100;VALLE DEL CAUCA;BOLIVAR;0,0246618934;0,0746618934;1;0;1;0;61;2
2008;41357;HUILA;IQUIRA;0,0246616809;0,0746616809;0;1;1;0;0;0
2007;63302;QUINDIO;GENOVA;0,0246459842;0,0746459842;0;1;1;0;12;1
2012;23682;CORDOBA;SAN JOSE DE URE;0,0246338216;0,0746338216;1;1;1;0;6;6
2015;76100;VALLE DEL CAUCA;BOLIVAR;0,0246290801;0,0746290801;1;0;1;0;0;1
2006;5002;ANTIOQUIA;ABEJORRAL;0,0246109481;0,0746109481;0;1;1;2;48;0
2007;25662;CUNDINAMARCA;SAN JUAN DE RIO SECO;0,0246078130;0,0746078130;0;1;1;0;0;0
2012;18094;CAQUETA;BELEN DE LOS ANDAQUIES;0,0246024075;0,0746024075;1;1;1;0;19;0
2006;5837;ANTIOQUIA;TURBO;0,0246016683;0,0746016683;0;1;1;1;363;11
2013;27025;CHOCO;ALTO BAUDO;0,0245932111;0,0745932111;1;0;1;0;0;4
2007;25506;CUNDINAMARCA;VENECIA;0,0245922208;0,0745922208;0;1;1;0;2;0
2005;68176;SANTANDER;CHIMA;0,0245656081;0,0745656081;0;1;1;0;3;1
2005;50568;META;PUERTO GAITAN;0,0245579568;0,0745579568;1;1;1;0;114;2
2002;99773;VICHADA;CUMARIBO;0,0245459381;0,0745459381;1;1;1;0;96;2
2007;25878;CUNDINAMARCA;VIOTA;0,0245444403;0,0745444403;0;1;1;0;44;1
2007;20178;CESAR;CHIRIGUANA;0,0245387454;0,0745387454;0;1;1;0;41;4
2002;19693;CAUCA;SAN SEBASTIAN;0,0245220618;0,0745220618;0;1;1;2;14;3
2008;13042;BOLIVAR;ARENAL;0,0244828008;0,0744828008;1;1;1;0;5;0
2014;27001;CHOCO;QUIBDO;0,0244812452;0,0744812452;1;1;1;3;46;73
2003;73043;TOLIMA;ANZOATEGUI;0,0244704395;0,0744704395;0;1;1;0;22;2
2006;18001;CAQUETA;FLORENCIA;0,0244700099;0,0744700099;1;1;1;8;386;13
2006;73347;TOLIMA;HERVEO;0,0244682024;0,0744682024;0;1;1;1;26;0
2009;97666;VAUPES;TARAIRA;0,0244618395;0,0744618395;1;1;1;0;0;0
2002;5147;ANTIOQUIA;CAREPA;0,0244395072;0,0744395072;0;1;1;0;137;2
2005;73461;TOLIMA;MURILLO;0,0244334975;0,0744334975;0;1;1;0;2;0
2013;50590;META;PUERTO RICO;0,0244326203;0,0744326203;1;0;1;0;2;5
2007;73347;TOLIMA;HERVEO;0,0244283324;0,0744283324;0;1;1;0;8;0
2013;97161;VAUPES;CARURU;0,0244196563;0,0744196563;1;0;1;1;0;0
2011;95200;GUAVIARE;MIRAFLORES;0,0244106464;0,0744106464;1;1;1;0;6;5
2006;73408;TOLIMA;LERIDA;0,0243915070;0,0743915070;0;1;1;0;33;0
2013;52203;NARIÑO;COLON;0,0243732591;0,0743732591;0;0;1;0;6;1
2007;52254;NARIÑO;EL PEÑOL;0,0243722304;0,0743722304;1;1;1;0;20;3
2008;50568;META;PUERTO GAITAN;0,0243668566;0,0743668566;1;1;1;0;42;0
2011;76563;VALLE DEL CAUCA;PRADERA;0,0243614407;0,0743614407;0;1;1;11;90;31
2005;23466;CORDOBA;MONTELIBANO;0,0243522892;0,0743522892;1;1;1;3;135;2
2002;47268;MAGDALENA;EL RETEN;0,0243470562;0,0743470562;0;1;1;0;18;0
2011;94343;GUAINIA;BARRANCO MINAS;0,0243277849;0,0743277849;1;1;1;0;0;0
2006;5045;ANTIOQUIA;APARTADO;0,0243192239;0,0743192239;0;1;1;0;193;4
2012;13810;BOLIVAR;TIQUISIO;0,0242885887;0,0742885887;1;1;1;1;45;0
2007;5021;ANTIOQUIA;ALEJANDRIA;0,0242860955;0,0742860955;0;1;1;0;17;0
2011;5154;ANTIOQUIA;CAUCASIA;0,0242759461;0,0742759461;0;1;1;1;185;22
2007;76100;VALLE DEL CAUCA;BOLIVAR;0,0242695728;0,0742695728;1;1;1;0;55;2
2002;97161;VAUPES;CARURU;0,0242660276;0,0742660276;1;1;1;0;3;0
2004;5670;ANTIOQUIA;SAN ROQUE;0,0242659947;0,0742659947;0;1;1;0;68;4
2007;73352;TOLIMA;ICONONZO;0,0242487226;0,0742487226;0;1;1;0;22;1
2011;73624;TOLIMA;ROVIRA;0,0242395437;0,0742395437;0;1;1;3;57;18
2009;52520;NARIÑO;FRANCISCO PIZARRO;0,0242206235;0,0742206235;1;1;1;0;31;1
2011;23079;CORDOBA;BUENAVISTA;0,0242120134;0,0742120134;0;1;1;0;61;7
2007;68190;SANTANDER;CIMITARRA;0,0241944383;0,0741944383;1;1;1;1;59;1
2004;85010;CASANARE;AGUAZUL;0,0241861825;0,0741861825;0;1;1;0;262;3
2011;19532;CAUCA;PATIA;0,0241847670;0,0741847670;1;1;1;1;49;12
2014;19075;CAUCA;BALBOA;0,0241519247;0,0741519247;1;0;0;0;12;7
2013;41799;HUILA;TELLO;0,0241332669;0,0741332669;0;0;1;0;10;0
2007;25885;CUNDINAMARCA;YACOPI;0,0241080623;0,0741080623;1;1;1;0;3;0
2011;50330;META;MESETAS;0,0241051201;0,0741051201;0;1;1;8;12;2
2007;76863;VALLE DEL CAUCA;VERSALLES;0,0240993789;0,0740993789;0;1;1;0;12;0
2006;5842;ANTIOQUIA;URAMITA;0,0240992891;0,0740992891;0;1;1;0;9;0
2015;54206;NORTE DE SANTANDER;CONVENCION;0,0240990493;0,0740990493;1;1;1;7;3;32
2003;68169;SANTANDER;CHARTA;0,0240666461;0,0740666461;0;1;1;1;16;0
2005;5284;ANTIOQUIA;FRONTINO;0,0240627028;0,0740627028;0;1;1;0;51;0
2003;5284;ANTIOQUIA;FRONTINO;0,0240569669;0,0740569669;0;1;1;2;48;1
2004;20175;CESAR;CHIMICHAGUA;0,0240490006;0,0740490006;0;1;1;1;51;2
2012;20750;CESAR;SAN DIEGO;0,0240366837;0,0740366837;0;1;1;0;3;7
2011;52520;NARIÑO;FRANCISCO PIZARRO;0,0240366559;0,0740366559;1;1;1;0;30;0
2009;19100;CAUCA;BOLIVAR;0,0240302872;0,0740302872;1;1;1;0;88;2
2002;99001;VICHADA;PUERTO CARREÑO;0,0240277243;0,0740277243;0;1;1;0;28;4
2002;17433;CALDAS;MANZANARES;0,0240236777;0,0740236777;0;1;1;0;102;4
2007;25518;CUNDINAMARCA;PAIME;0,0240182997;0,0740182997;1;1;1;0;2;0
2007;13248;BOLIVAR;EL GUAMO;0,0240143829;0,0740143829;0;1;1;0;2;0
2012;18256;CAQUETA;EL PAUJIL;0,0240123935;0,0740123935;1;1;1;5;61;91
2004;5690;ANTIOQUIA;SANTO DOMINGO;0,0239623449;0,0739623449;0;1;1;0;74;2
2007;27001;CHOCO;QUIBDO;0,0239523067;0,0739523067;1;1;1;0;156;4
2016;27050;CHOCO;ATRATO;0,0239333006;0,0739333006;0;0;0;0;0;0
2002;85225;CASANARE;NUNCHIA;0,0239062874;0,0739062874;0;1;1;0;63;2
2004;47058;MAGDALENA;ARIGUANI;0,0239048973;0,0739048973;0;1;1;0;97;1
2006;47161;MAGDALENA;CERRO SAN ANTONIO;0,0238961669;0,0738961669;0;1;1;0;10;0
2016;54810;NORTE DE SANTANDER;TIBU;0,0238912499;0,0738912499;1;1;1;1;8;1
2007;68377;SANTANDER;LA BELLEZA;0,0238851630;0,0738851630;1;1;1;0;9;0
2015;5040;ANTIOQUIA;ANORI;0,0238791993;0,0738791993;0;1;1;2;3;11
2007;15507;BOYACA;OTANCHE;0,0238706610;0,0738706610;1;1;1;0;6;0
2016;54245;NORTE DE SANTANDER;EL CARMEN;0,0238578680;0,0738578680;1;0;1;1;0;9
2010;13744;BOLIVAR;SIMITI;0,0238557123;0,0738557123;1;1;1;1;11;0
2016;54109;NORTE DE SANTANDER;BUCARASICA;0,0238512035;0,0738512035;0;0;0;0;0;0
2002;52378;NARIÑO;LA CRUZ;0,0238206174;0,0738206174;0;1;1;2;27;47
2012;50450;META;PUERTO CONCORDIA;0,0238132215;0,0738132215;1;1;1;0;20;6
2013;50577;META;PUERTO LLERAS;0,0238118960;0,0738118960;1;0;1;0;8;0
2008;19397;CAUCA;LA VEGA;0,0238106867;0,0738106867;1;1;1;0;30;1
2002;5038;ANTIOQUIA;ANGOSTURA;0,0238095238;0,0738095238;0;1;1;1;67;0
2007;73408;TOLIMA;LERIDA;0,0238057866;0,0738057866;0;1;1;0;13;0
2002;5679;ANTIOQUIA;SANTA BARBARA;0,0237927461;0,0737927461;0;1;1;0;283;2
2006;73411;TOLIMA;LIBANO;0,0237880228;0,0737880228;0;1;1;1;52;3
2008;20238;CESAR;EL COPEY;0,0237834026;0,0737834026;0;1;1;0;22;0
2005;68385;SANTANDER;LANDAZURI;0,0237625066;0,0737625066;1;1;1;0;22;0
2012;81794;ARAUCA;TAME;0,0237454148;0,0737454148;1;1;1;20;173;90
2014;50400;META;LEJANIAS;0,0237363569;0,0737363569;1;1;1;1;7;1
2015;27745;CHOCO;SIPI;0,0237154150;0,0737154150;1;0;0;0;0;0
2008;5664;ANTIOQUIA;SAN PEDRO DE LOS MILAGROS;0,0237149083;0,0737149083;0;1;1;0;14;0
2013;50711;META;VISTAHERMOSA;0,0237126820;0,0737126820;1;1;1;2;23;15
2003;94885;GUAINIA;LA GUADALUPE;0,0236966825;0,0736966825;0;1;1;0;0;0
2013;23855;CORDOBA;VALENCIA;0,0236831857;0,0736831857;1;0;1;0;23;1
2014;86569;PUTUMAYO;PUERTO CAICEDO;0,0236784141;0,0736784141;1;0;0;1;11;0
2002;85010;CASANARE;AGUAZUL;0,0236737583;0,0736737583;0;1;1;0;377;8
2013;19364;CAUCA;JAMBALO;0,0236672386;0,0736672386;0;1;1;2;24;14
2004;73461;TOLIMA;MURILLO;0,0236593060;0,0736593060;0;1;1;0;0;0
2015;18256;CAQUETA;EL PAUJIL;0,0236352848;0,0736352848;1;0;1;0;6;3
2004;68745;SANTANDER;SIMACOTA;0,0236351531;0,0736351531;1;1;1;0;2;0
2012;44279;LA GUAJIRA;FONSECA;0,0236085549;0,0736085549;0;1;1;0;14;6
2002;85400;CASANARE;TAMARA;0,0235783634;0,0735783634;0;1;1;0;46;1
2011;81794;ARAUCA;TAME;0,0235753287;0,0735753287;1;1;1;34;103;22
2006;5895;ANTIOQUIA;ZARAGOZA;0,0235664361;0,0735664361;0;1;1;2;32;4
2013;50330;META;MESETAS;0,0235663082;0,0735663082;1;1;1;3;4;1
2010;5842;ANTIOQUIA;URAMITA;0,0235649547;0,0735649547;0;1;1;0;9;0
2011;50370;META;URIBE;0,0235591368;0,0735591368;1;1;1;25;31;3
2005;27745;CHOCO;SIPI;0,0235564493;0,0735564493;1;1;1;0;3;1
2009;76100;VALLE DEL CAUCA;BOLIVAR;0,0235415237;0,0735415237;1;1;1;0;31;1
2014;52203;NARIÑO;COLON;0,0235025783;0,0735025783;0;0;0;0;0;0
2010;27615;CHOCO;RIOSUCIO;0,0234976888;0,0734976888;1;1;1;1;27;1
2007;18001;CAQUETA;FLORENCIA;0,0234890101;0,0734890101;1;1;1;6;297;13
2009;41349;HUILA;HOBO;0,0234839477;0,0734839477;0;1;1;0;17;0
2008;73408;TOLIMA;LERIDA;0,0234659902;0,0734659902;0;1;1;0;2;0
2007;50270;META;EL DORADO;0,0234515935;0,0734515935;0;1;1;0;6;1
2012;19212;CAUCA;CORINTO;0,0234489497;0,0734489497;0;1;1;3;136;576
2011;73217;TOLIMA;COYAIMA;0,0234458259;0,0734458259;0;1;1;0;19;1
2006;13580;BOLIVAR;REGIDOR;0,0234375000;0,0734375000;0;1;1;0;8;0
2008;27450;CHOCO;MEDIO SAN JUAN;0,0234161758;0,0734161758;0;1;1;0;46;10
2002;27495;CHOCO;NUQUI;0,0234100135;0,0734100135;0;1;1;0;1;0
2003;27425;CHOCO;MEDIO ATRATO;0,0233968804;0,0733968804;0;0;1;0;26;1
2015;5120;ANTIOQUIA;CACERES;0,0233825319;0,0733825319;0;0;0;2;10;0
2010;73168;TOLIMA;CHAPARRAL;0,0233747416;0,0733747416;0;1;1;2;53;0
2014;41799;HUILA;TELLO;0,0233744156;0,0733744156;0;0;1;0;0;5
2002;63548;QUINDIO;PIJAO;0,0233451957;0,0733451957;0;1;1;0;40;1
2013;27245;CHOCO;EL CARMEN DE ATRATO;0,0233362780;0,0733362780;0;0;1;0;0;0
2010;54398;NORTE DE SANTANDER;LA PLAYA;0,0233270500;0,0733270500;0;1;1;1;5;0
2009;73236;TOLIMA;DOLORES;0,0233011938;0,0733011938;0;1;1;0;8;0
2012;5040;ANTIOQUIA;ANORI;0,0232869216;0,0732869216;0;1;1;18;56;18
2006;91530;AMAZONAS;PUERTO ALEGRIA;0,0232558140;0,0732558140;1;1;1;0;0;0
2002;5490;ANTIOQUIA;NECOCLI;0,0232526236;0,0732526236;0;1;1;0;64;0
2004;73686;TOLIMA;SANTA ISABEL;0,0232452142;0,0732452142;0;1;1;0;4;1
2003;73347;TOLIMA;HERVEO;0,0232409382;0,0732409382;0;1;1;0;65;0
2007;19622;CAUCA;ROSAS;0,0232192050;0,0732192050;0;1;1;0;38;0
2009;54385;NORTE DE SANTANDER;LA ESPERANZA;0,0232169554;0,0732169554;1;1;1;0;30;0
2014;13688;BOLIVAR;SANTA ROSA DEL SUR;0,0231929910;0,0731929910;1;0;0;1;0;0
2012;73675;TOLIMA;SAN ANTONIO;0,0231891966;0,0731891966;0;1;1;0;0;2
2004;15667;BOYACA;SAN LUIS DE GACENO;0,0231808413;0,0731808413;0;1;1;0;35;0
